Driver type,Sex,Age group ,severity,year,result
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2013,0
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2014,0
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2015,0
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2016,0
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2017,0
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2018,0
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2019,0
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2020,0
Bus or coach drivers,Male,Under 16,FSC (unadjusted),2021,0
Bus or coach drivers,Male,16,FSC (unadjusted),2012,0
Bus or coach drivers,Male,16,FSC (unadjusted),2013,0
Bus or coach drivers,Male,16,FSC (unadjusted),2014,0
Bus or coach drivers,Male,16,FSC (unadjusted),2015,0
Bus or coach drivers,Male,16,FSC (unadjusted),2016,0
Bus or coach drivers,Male,16,FSC (unadjusted),2017,0
Bus or coach drivers,Male,16,FSC (unadjusted),2018,0
Bus or coach drivers,Male,16,FSC (unadjusted),2019,0
Bus or coach drivers,Male,16,FSC (unadjusted),2020,0
Bus or coach drivers,Male,16,FSC (unadjusted),2021,0
Bus or coach drivers,Male,17-20,FSC (unadjusted),2012,4
Bus or coach drivers,Male,17-20,FSC (unadjusted),2013,2
Bus or coach drivers,Male,17-20,FSC (unadjusted),2014,3
Bus or coach drivers,Male,17-20,FSC (unadjusted),2015,2
Bus or coach drivers,Male,17-20,FSC (unadjusted),2016,4
Bus or coach drivers,Male,17-20,FSC (unadjusted),2017,5
Bus or coach drivers,Male,17-20,FSC (unadjusted),2018,5
Bus or coach drivers,Male,17-20,FSC (unadjusted),2019,6
Bus or coach drivers,Male,17-20,FSC (unadjusted),2020,2
Bus or coach drivers,Male,17-20,FSC (unadjusted),2021,2
Bus or coach drivers,Male,21-24,FSC (unadjusted),2012,16
Bus or coach drivers,Male,21-24,FSC (unadjusted),2013,14
Bus or coach drivers,Male,21-24,FSC (unadjusted),2014,11
Bus or coach drivers,Male,21-24,FSC (unadjusted),2015,18
Bus or coach drivers,Male,21-24,FSC (unadjusted),2016,20
Bus or coach drivers,Male,21-24,FSC (unadjusted),2017,14
Bus or coach drivers,Male,21-24,FSC (unadjusted),2018,20
Bus or coach drivers,Male,21-24,FSC (unadjusted),2019,15
Bus or coach drivers,Male,21-24,FSC (unadjusted),2020,11
Bus or coach drivers,Male,21-24,FSC (unadjusted),2021,12
Bus or coach drivers,Male,25-29,FSC (unadjusted),2012,46
Bus or coach drivers,Male,25-29,FSC (unadjusted),2013,40
Bus or coach drivers,Male,25-29,FSC (unadjusted),2014,31
Bus or coach drivers,Male,25-29,FSC (unadjusted),2015,32
Bus or coach drivers,Male,25-29,FSC (unadjusted),2016,39
Bus or coach drivers,Male,25-29,FSC (unadjusted),2017,45
Bus or coach drivers,Male,25-29,FSC (unadjusted),2018,47
Bus or coach drivers,Male,25-29,FSC (unadjusted),2019,40
Bus or coach drivers,Male,25-29,FSC (unadjusted),2020,16
Bus or coach drivers,Male,25-29,FSC (unadjusted),2021,21
Bus or coach drivers,Male,30-39,FSC (unadjusted),2012,139
Bus or coach drivers,Male,30-39,FSC (unadjusted),2013,124
Bus or coach drivers,Male,30-39,FSC (unadjusted),2014,109
Bus or coach drivers,Male,30-39,FSC (unadjusted),2015,98
Bus or coach drivers,Male,30-39,FSC (unadjusted),2016,114
Bus or coach drivers,Male,30-39,FSC (unadjusted),2017,124
Bus or coach drivers,Male,30-39,FSC (unadjusted),2018,125
Bus or coach drivers,Male,30-39,FSC (unadjusted),2019,106
Bus or coach drivers,Male,30-39,FSC (unadjusted),2020,65
Bus or coach drivers,Male,30-39,FSC (unadjusted),2021,81
Bus or coach drivers,Male,40-49,FSC (unadjusted),2012,211
Bus or coach drivers,Male,40-49,FSC (unadjusted),2013,192
Bus or coach drivers,Male,40-49,FSC (unadjusted),2014,174
Bus or coach drivers,Male,40-49,FSC (unadjusted),2015,143
Bus or coach drivers,Male,40-49,FSC (unadjusted),2016,112
Bus or coach drivers,Male,40-49,FSC (unadjusted),2017,167
Bus or coach drivers,Male,40-49,FSC (unadjusted),2018,158
Bus or coach drivers,Male,40-49,FSC (unadjusted),2019,158
Bus or coach drivers,Male,40-49,FSC (unadjusted),2020,89
Bus or coach drivers,Male,40-49,FSC (unadjusted),2021,87
Bus or coach drivers,Male,50-59,FSC (unadjusted),2012,191
Bus or coach drivers,Male,50-59,FSC (unadjusted),2013,177
Bus or coach drivers,Male,50-59,FSC (unadjusted),2014,212
Bus or coach drivers,Male,50-59,FSC (unadjusted),2015,186
Bus or coach drivers,Male,50-59,FSC (unadjusted),2016,192
Bus or coach drivers,Male,50-59,FSC (unadjusted),2017,203
Bus or coach drivers,Male,50-59,FSC (unadjusted),2018,195
Bus or coach drivers,Male,50-59,FSC (unadjusted),2019,218
Bus or coach drivers,Male,50-59,FSC (unadjusted),2020,114
Bus or coach drivers,Male,50-59,FSC (unadjusted),2021,151
Bus or coach drivers,Male,60-69,FSC (unadjusted),2012,107
Bus or coach drivers,Male,60-69,FSC (unadjusted),2013,90
Bus or coach drivers,Male,60-69,FSC (unadjusted),2014,94
Bus or coach drivers,Male,60-69,FSC (unadjusted),2015,82
Bus or coach drivers,Male,60-69,FSC (unadjusted),2016,85
Bus or coach drivers,Male,60-69,FSC (unadjusted),2017,86
Bus or coach drivers,Male,60-69,FSC (unadjusted),2018,97
Bus or coach drivers,Male,60-69,FSC (unadjusted),2019,84
Bus or coach drivers,Male,60-69,FSC (unadjusted),2020,57
Bus or coach drivers,Male,60-69,FSC (unadjusted),2021,78
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2012,7
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2013,5
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2014,10
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2015,10
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2016,8
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2017,9
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2018,12
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2019,13
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2020,9
Bus or coach drivers,Male,70 and over,FSC (unadjusted),2021,11
Bus or coach drivers,Male,All ages,FSC (unadjusted),2012,759
Bus or coach drivers,Male,All ages,FSC (unadjusted),2013,675
Bus or coach drivers,Male,All ages,FSC (unadjusted),2014,673
Bus or coach drivers,Male,All ages,FSC (unadjusted),2015,602
Bus or coach drivers,Male,All ages,FSC (unadjusted),2016,602
Bus or coach drivers,Male,All ages,FSC (unadjusted),2017,672
Bus or coach drivers,Male,All ages,FSC (unadjusted),2018,683
Bus or coach drivers,Male,All ages,FSC (unadjusted),2019,652
Bus or coach drivers,Male,All ages,FSC (unadjusted),2020,375
Bus or coach drivers,Male,All ages,FSC (unadjusted),2021,450
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2012,0
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2013,1
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2014,0
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2015,1
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2016,0
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2017,0
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2018,0
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2019,0
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2020,0
Light goods vehicle drivers,Male,Under 16,FSC (unadjusted),2021,1
Light goods vehicle drivers,Male,16,FSC (unadjusted),2012,1
Light goods vehicle drivers,Male,16,FSC (unadjusted),2013,0
Light goods vehicle drivers,Male,16,FSC (unadjusted),2014,0
Light goods vehicle drivers,Male,16,FSC (unadjusted),2015,0
Light goods vehicle drivers,Male,16,FSC (unadjusted),2016,0
Light goods vehicle drivers,Male,16,FSC (unadjusted),2017,2
Light goods vehicle drivers,Male,16,FSC (unadjusted),2018,0
Light goods vehicle drivers,Male,16,FSC (unadjusted),2019,0
Light goods vehicle drivers,Male,16,FSC (unadjusted),2020,1
Light goods vehicle drivers,Male,16,FSC (unadjusted),2021,0
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2012,39
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2013,41
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2014,33
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2015,43
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2016,37
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2017,32
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2018,37
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2019,53
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2020,36
Light goods vehicle drivers,Male,17-20,FSC (unadjusted),2021,38
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2012,133
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2013,119
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2014,104
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2015,115
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2016,130
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2017,116
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2018,128
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2019,115
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2020,113
Light goods vehicle drivers,Male,21-24,FSC (unadjusted),2021,150
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2012,192
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2013,162
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2014,214
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2015,260
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2016,225
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2017,239
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2018,257
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2019,257
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2020,207
Light goods vehicle drivers,Male,25-29,FSC (unadjusted),2021,233
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2012,348
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2013,333
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2014,378
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2015,356
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2016,427
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2017,469
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2018,528
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2019,557
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2020,482
Light goods vehicle drivers,Male,30-39,FSC (unadjusted),2021,580
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2012,376
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2013,363
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2014,410
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2015,371
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2016,429
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2017,395
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2018,428
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2019,466
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2020,344
Light goods vehicle drivers,Male,40-49,FSC (unadjusted),2021,447
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2012,253
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2013,274
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2014,290
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2015,297
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2016,303
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2017,349
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2018,393
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2019,411
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2020,327
Light goods vehicle drivers,Male,50-59,FSC (unadjusted),2021,436
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2012,128
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2013,125
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2014,123
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2015,109
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2016,137
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2017,142
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2018,141
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2019,169
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2020,170
Light goods vehicle drivers,Male,60-69,FSC (unadjusted),2021,174
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2012,13
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2013,27
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2014,16
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2015,31
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2016,28
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2017,49
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2018,42
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2019,52
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2020,31
Light goods vehicle drivers,Male,70 and over,FSC (unadjusted),2021,57
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2012,1581
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2013,1520
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2014,1655
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2015,1678
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2016,1781
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2017,1848
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2018,2012
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2019,2136
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2020,1772
Light goods vehicle drivers,Male,All ages,FSC (unadjusted),2021,2176
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2012,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2013,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2014,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2015,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2016,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2017,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2018,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2019,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2020,0
Heavy goods vehicle drivers,Male,Under 16,FSC (unadjusted),2021,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2012,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2013,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2014,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2015,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2016,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2017,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2018,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2019,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2020,0
Heavy goods vehicle drivers,Male,16,FSC (unadjusted),2021,0
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2012,5
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2013,11
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2014,4
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2015,8
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2016,10
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2017,3
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2018,10
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2019,3
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2020,5
Heavy goods vehicle drivers,Male,17-20,FSC (unadjusted),2021,7
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2012,24
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2013,28
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2014,30
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2015,37
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2016,28
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2017,31
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2018,23
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2019,26
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2020,16
Heavy goods vehicle drivers,Male,21-24,FSC (unadjusted),2021,22
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2012,64
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2013,64
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2014,74
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2015,78
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2016,79
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2017,103
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2018,90
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2019,70
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2020,58
Heavy goods vehicle drivers,Male,25-29,FSC (unadjusted),2021,52
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2012,222
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2013,213
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2014,208
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2015,215
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2016,198
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2017,222
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2018,228
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2019,211
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2020,172
Heavy goods vehicle drivers,Male,30-39,FSC (unadjusted),2021,185
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2012,408
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2013,359
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2014,355
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2015,368
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2016,305
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2017,296
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2018,274
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2019,269
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2020,199
Heavy goods vehicle drivers,Male,40-49,FSC (unadjusted),2021,206
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2012,319
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2013,350
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2014,301
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2015,341
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2016,350
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2017,315
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2018,325
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2019,300
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2020,277
Heavy goods vehicle drivers,Male,50-59,FSC (unadjusted),2021,304
